,x,y
0,54.03793716430664,371.4158935546875
1,73.14752197265625,405.57745361328125
2,89.53340911865234,437.3972473144531
3,105.39562225341797,470.3306884765625
4,122.92037963867188,502.54632568359375
5,143.2412109375,533.0806884765625
6,166.97373962402344,519.5166625976562
7,181.77491760253906,497.34515380859375
8,200.85972595214844,475.98028564453125
9,220.69505310058594,456.99139404296875
10,237.2157440185547,435.31622314453125
11,256.9345703125,416.046630859375
12,275.92205810546875,396.03228759765625
13,294.49664306640625,375.72314453125
14,312.89263916015625,355.1409912109375
15,333.51226806640625,336.41571044921875
16,353.1522216796875,317.4653625488281
17,374.93798828125,300.48193359375
18,394.9150390625,281.5585021972656
19,413.9549255371094,262.5447082519531
20,439.3851318359375,249.2206268310547
21,463.2012939453125,258.72625732421875
22,485.506103515625,274.56787109375
23,504.46551513671875,291.771240234375
24,524.9133911132812,311.32281494140625
25,544.9611206054688,330.7667236328125
26,562.8248901367188,350.03173828125
27,581.3184814453125,370.6351013183594
28,599.86181640625,391.62994384765625
29,617.82373046875,412.6328430175781
30,636.261474609375,433.8168640136719
31,654.9151000976562,453.6517333984375
32,672.176513671875,475.36181640625
33,691.2115478515625,496.0386962890625
34,709.9110717773438,516.0573120117188
35,728.5869750976562,534.3744506835938
36,749.9641723632812,532.1369018554688
37,769.164794921875,524.2461547851562
38,787.9269409179688,517.4539794921875
39,809.0833129882812,511.381591796875
40,828.1233520507812,503.9119873046875
41,847.3806762695312,496.75958251953125
42,864.6879272460938,487.52911376953125
43,885.4484252929688,480.75091552734375
44,904.0974731445312,473.4736328125
45,923.6345825195312,465.89361572265625
46,942.9774780273438,459.0345458984375
47,962.693603515625,452.29656982421875
48,982.341796875,445.81207275390625
49,1002.0394287109375,442.51763916015625
50,1023.0943603515625,440.9071960449219
51,1043.02685546875,444.62469482421875
52,1061.666748046875,448.1795654296875
53,1082.129638671875,454.59783935546875
54,1100.31396484375,460.13189697265625
55,1120.41845703125,466.9163818359375
56,1140.0194091796875,472.82025146484375
57,1159.060791015625,479.77410888671875
58,1178.318115234375,486.97369384765625
59,1198.33349609375,494.344970703125
