,x,y
0,145.31981981981983,493.35585585585585
1,76.0,489.0
2,10.10448465753457,484.8593174776682
3,-35.633973400259876,488.37038601666046
4,-54.890143108323706,502.0752176946826
5,-45.79246975405396,517.4956419453662
6,-15.220187293292227,531.1443869437837
7,14.273124250480159,539.6850862946575
8,19.05788949786154,532.2682975326421
9,36.0531323600838,521.6738284082993
10,49.78818656222486,516.2793873632297
11,62.30413412606871,512.6539573038598
12,126.41624586469122,496.63514230683603
13,187.4166201728308,478.9040806597512
14,241.89061711984516,458.39273948953206
15,291.9182374501199,436.720810415718
16,339.0391967081871,413.4112328454933
17,381.89744406864526,390.3942248870504
18,422.3279355517258,366.12416199694053
19,461.12636154169894,344.0749248155893
20,497.06198323402896,329.4946689148466
21,532.5537721864653,321.0416702995073
22,564.3645998015021,319.24802690765375
23,593.9683010637973,322.6753466201867
24,620.1691740727225,331.07296876327825
25,644.8857023905352,343.67101037347453
26,667.9153594222869,361.0917449114086
27,690.4524628204074,381.36005605080555
28,709.7364775794771,403.4294126452514
29,728.2903273810871,427.67065324040203
30,746.0177580298048,452.88356997676107
31,762.6453408117011,479.17725600174464
32,779.0324331794136,506.07199536507864
33,795.2453712642183,532.2493632943239
34,811.4625677515185,559.1246111241086
35,827.3658392659494,579.9044172690338
36,845.1169371817086,595.580437281376
37,862.6167837500244,605.3905003810298
38,880.0285006084122,610.882604989892
39,898.1945309204398,613.5263250669138
40,916.8291836874948,612.1399472153962
41,933.9620295848767,607.9379243604587
42,952.1321048527136,601.1153453985179
43,970.642467380115,592.9364288314699
44,988.2559442510855,583.3969242038565
45,1007.3942966263471,573.2203773167784
46,1026.4997834547826,562.7132567385158
47,1044.8456617764487,551.7388783694342
48,1063.902980946718,541.0940871291122
49,1083.6728064545196,531.4943025913718
50,1104.1037426563937,524.6670456448369
51,1124.3668653905688,520.5205246502182
52,1143.8466407593667,517.6589116142134
53,1164.1208132755637,516.9971272432587
54,1183.0674377314124,518.2188631670557
55,1202.7671001920264,520.8510719234611
56,1220.3238953589394,525.664280138188
57,1233.9201272740772,531.0404219830654
58,1245.5391329598874,537.9443611663318
59,1258.3919555336383,545.2955416786735
60,1270.271703523007,553.8291762245345
61,1282.1019299499878,561.4817432164353
62,1293.3710411165798,569.6499031691283
63,1308.626316413832,573.2338927481063
64,1323.8815917110842,576.8178823270844
65,1339.1368670083364,580.4018719060624
66,1354.3921423055885,583.9858614850405
67,1369.6474176028407,587.5698510640185
68,1384.902692900093,591.1538406429966
69,1400.157968197345,594.7378302219746
70,1415.4132434945973,598.3218198009527
71,1430.6685187918495,601.9058093799307
72,1445.9237940891016,605.4897989589088
73,1461.1790693863538,609.0737885378868
74,1476.434344683606,612.6577781168648
75,1491.6896199808582,616.2417676958429
76,1506.9448952781104,619.825757274821
77,1522.2001705753626,623.409746853799
78,1537.4554458726147,626.993736432777
79,1552.710721169867,630.5777260117551
80,1567.965996467119,634.1617155907331
81,1583.2212717643713,637.7457051697112
82,1598.4765470616235,641.3296947486892
83,1613.7318223588757,644.9136843276673
84,1628.9870976561278,648.4976739066453
85,1644.24237295338,652.0816634856234
86,1659.4976482506322,655.6656530646014
87,1674.7529235478844,659.2496426435795
88,1690.0081988451366,662.8336322225575
